OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,ComplaintsCount,RecallsCount,InvestigationCount,VehiclePicture
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER RANGE ROVER,2025 Land Rover Land Rover Range Rover SUV 4WD,20080,2.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER RANGE ROVER SPORT,2025 Land Rover Land Rover Range Rover Sport SUV 4WD,20079,2.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER RANGE ROVER EVOQUE,2025 Land Rover Land Rover Range Rover Evoque SUV 4WD,20077,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER RANGE ROVER VELAR,2025 Land Rover Land Rover Range Rover Velar SUV 4WD,20078,0.0,0.0,0.0,
5,4,5,4,,,5,5,5,,,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,,,Standard,Standard,Standard,2025,LEXUS,ES 250,2025 Lexus ES 250 4 DR AWD,20220,0.0,0.0,0.0,
5,4,5,4,,,5,5,5,,,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,,,Standard,Standard,Standard,2025,LEXUS,ES 300H,2025 Lexus ES 300h 4 DR FWD,20222,0.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/53339_st0640_046.png
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v10656P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10656C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10658P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10658C012.wmv,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10657P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10657C013.wmv,Standard,Standard,Standard,2025,LEXUS,ES 350,2025 Lexus ES 350 4 DR FWD,20221,0.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/55166_cc0640_032_1L1.png
Not Rated,Not Rated,Not Rated,Not Rated,,,5,5,5,,,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,,,Standard,Standard,Standard,2025,LEXUS,GX 550,2025 Lexus GX 550 SUV AWD,20239,2.0,0.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v10031P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10031C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11386P106.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v11386C013.wmv,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11385P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11385C013.wmv,Standard,Standard,Standard,2025,LEXUS,IS 300,2025 Lexus IS 300 4 DR AWD,20224,0.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/50083_st0640_046.png
5,4,4,4,,,5,5,5,,,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,,,Standard,Standard,Standard,2025,LEXUS,IS 350,2025 Lexus IS 350 4 DR AWD,20226,0.0,0.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v10031P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10031C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11386P106.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v11386C013.wmv,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11385P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11385C013.wmv,Standard,Standard,Standard,2025,LEXUS,IS 300,2025 Lexus IS 300 4 DR RWD,20223,0.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/50083_st0640_046.png
5,4,4,4,,,5,5,5,,,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,,,Standard,Standard,Standard,2025,LEXUS,IS 350,2025 Lexus IS 350 4 DR RWD,20225,0.0,0.0,0.0,
5,4,4,4,,,5,5,5,,,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,,,Standard,Standard,Standard,2025,LEXUS,IS 500,2025 Lexus IS 500 4 DR RWD,20227,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LEXUS,LC 500,2025 Lexus LC 500 2 DR RWD,20217,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LEXUS,LC 500 CONVERTIBLE,2025 Lexus LC 500 CONVERTIBLE C RWD,20219,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LEXUS,LC 500H,2025 Lexus LC 500h 2 DR RWD,20218,0.0,0.0,0.0,
5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,,,Standard,Standard,Standard,2025,LINCOLN,AVIATOR,2025 Lincoln Aviator SUV 4WD,20053,4.0,9.0,0.0,https://static.nhtsa.gov/images/vehicles/54562_cc0640_032_M7.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LINCOLN,AVIATOR,2025 Lincoln Aviator SUV RWD,20052,4.0,9.0,0.0,
5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,,,Standard,Standard,Standard,2025,LINCOLN,CORSAIR GAS,2025 Lincoln Corsair Gas SUV AWD,20361,0.0,2.0,0.0,
5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,,,Standard,Standard,Standard,2025,LINCOLN,CORSAIR GAS,2025 Lincoln Corsair Gas SUV FWD,20360,0.0,2.0,0.0,
Not Rated,4,4,5,,,5,5,5,,,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,,,Standard,Standard,Standard,2025,LINCOLN,CORSAIR PHEV,2025 Lincoln Corsair PHEV SUV AWD,20362,0.0,0.0,0.0,
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v15359P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15405P001.jpg,,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15404P001.jpg,,Standard,Standard,Standard,2025,LINCOLN,NAUTILUS,2025 Lincoln Nautilus SUV AWD,20363,4.0,4.0,0.0,https://static.nhtsa.gov/images/vehicles/55060_cc0640_032_LG.png
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v15359P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15405P001.jpg,,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15404P001.jpg,,Standard,Standard,Standard,2025,LINCOLN,NAUTILUS FHEV,2025 Lincoln Nautilus FHEV SUV AWD,20364,1.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LINCOLN,NAVIGATOR,2025 Lincoln Navigator SUV 4WD,20365,1.0,2.0,0.0,
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14490P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14490C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14491P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14491C014.wmv,5,5,5,5,Not Rated,0.052,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14492P158.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14492C014.wmv,Standard,Standard,Standard,2025,LUCID,AIR,2025 Lucid Air 4 DR RWD,20713,8.0,1.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10986P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10986C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14436P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14436C013.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14437P075.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14437C013.wmv,Standard,Standard,Standard,2025,MAZDA,CX-30,2025 Mazda CX-30 SUV AWD,20107,2.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LINCOLN,NAVIGATOR L,2025 Lincoln Navigator L SUV 4WD,20366,0.0,0.0,0.0,
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14490P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14490C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14491P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14491C014.wmv,5,5,5,5,Not Rated,0.052,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14492P158.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14492C014.wmv,Standard,Standard,Standard,2025,LUCID,AIR,2025 Lucid Air 4 DR AWD,20714,8.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/52536_st0640_046.png
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10075P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10075C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10358P105.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v10358C013.wmv,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10073P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10073C014.wmv,Standard,Standard,Standard,2025,MAZDA,CX-5,2025 Mazda CX-5 SUV AWD,20108,3.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/55191_cc0640_032_47C.png
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14366P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14366C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15063P105.jpg,,5,5,5,4,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v15049P074.jpg,,Standard,Standard,Standard,2025,MAZDA,CX-50 HYBRID,2025 Mazda CX-50 HYBRID SUV AWD,20111,0.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14474P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14474C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15344P001.jpg,,5,5,5,4,Not Rated,0.127,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14473P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14473C014.wmv,Standard,Standard,Standard,2025,MAZDA,CX-70 PHEV,2025 Mazda CX-70 PHEV SUV AWD,20114,0.0,0.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14990P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14990C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15343P001.jpg,,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15035P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15035C014.wmv,Standard,Standard,Standard,2025,MAZDA,CX-70,2025 Mazda CX-70 SUV AWD,20115,20.0,4.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14366P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14366C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15063P105.jpg,,5,5,5,4,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v15049P074.jpg,,Standard,Standard,Standard,2025,MAZDA,CX-50,2025 Mazda CX-50 SUV AWD,20110,10.0,2.0,0.0,https://static.nhtsa.gov/images/vehicles/55192_cc0640_032_46G.png
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14990P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14990C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15036P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15036C014.wmv,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15035P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15035C014.wmv,Standard,Standard,Standard,2025,MAZDA,CX-90,2025 Mazda CX-90 SUV AWD,20113,3.0,2.0,0.0,https://static.nhtsa.gov/images/vehicles/55179_cc0640_032_47S.png
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14474P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14474C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14480P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14480C014.wmv,5,5,5,4,Not Rated,0.127,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14473P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14473C014.wmv,Standard,Standard,Standard,2025,MAZDA,CX-90 PHEV,2025 Mazda CX-90 PHEV SUV AWD,20112,0.0,0.0,0.0,
5,5,5,5,,,5,5,5,,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,,,Standard,Standard,Standard,2025,MAZDA,MAZDA3 HATCHBACK,2025 Mazda MAZDA3 HATCHBACK 5 HB AWD,20106,4.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/55019_cc0640_032_46G.png
5,5,5,5,,,5,5,5,,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,,,Standard,Standard,Standard,2025,MAZDA,MAZDA3 HATCHBACK,2025 Mazda MAZDA3 HATCHBACK 5 HB FWD,20105,4.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/55019_cc0640_032_46G.png
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10970P086.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10970C019.mp4,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14451P054.jpg,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14450P075.jpg,,Standard,Standard,Standard,2025,MAZDA,MAZDA3 SEDAN,2025 Mazda MAZDA3 SEDAN 4 DR AWD,20104,4.0,1.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10970P086.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10970C019.mp4,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14451P054.jpg,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14450P075.jpg,,Standard,Standard,Standard,2025,MAZDA,MAZDA3 SEDAN,2025 Mazda MAZDA3 SEDAN 4 DR FWD,20103,4.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (HO),2025 Mercedes-Benz Mercedes-Benz eSprinter (HO) CV RWD,20642,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (SO),2025 Mercedes-Benz Mercedes-Benz eSprinter (SO) CV RWD,20641,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025 Mercedes-Benz Sprinter 2500 Cargo Van (LWB) CV AWD,20635,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025 Mercedes-Benz Sprinter 2500 Cargo Van (LWB) CV RWD,20634,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025 Mercedes-Benz Sprinter 2500 Cargo Van (SWB) CV AWD,20633,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025 Mercedes-Benz Sprinter 2500 Cargo Van (SWB) CV RWD,20632,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025 Mercedes-Benz Sprinter 2500 Crew Van (LWB) PV AWD,20640,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025 Mercedes-Benz Sprinter 2500 Crew Van (LWB) PV RWD,20639,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025 Mercedes-Benz Sprinter 2500 Crew Van (SWB) PV AWD,20638,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025 Mercedes-Benz Sprinter 2500 Crew Van (SWB) PV RWD,20637,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,1,Not Rated,0.924,0.0,No Tip,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025 Mercedes-Benz Sprinter 2500 Passenger Van (12-passenger) PV AWD,20630,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,1,Not Rated,0.99,0.0,No Tip,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025 Mercedes-Benz Sprinter 2500 Passenger Van (12-passenger) PV RWD,20629,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,1,Not Rated,0.99,0.0,No Tip,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (15-PASSENGER),2025 Mercedes-Benz Sprinter 2500 Passenger Van (15-passenger) PV RWD,20631,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 3500 CARGO VAN,2025 Mercedes-Benz Sprinter 3500 Cargo Van CV RWD,20636,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,2025,MINI,CONVERTIBLE,2025 MINI Convertible C FWD,20811,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,2025,MINI,COUNTRYMAN SE,2025 MINI Countryman SE 5 HB AWD,20812,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,2025,MINI,HARDTOP 4DR,2025 MINI Hardtop 4DR 5 HB FWD,20810,0.0,0.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11591P084.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v11591C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10835P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10835C013.wmv,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10834P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10834C013.wmv,Standard,Standard & Optional,Optional,2025,MITSUBISHI,ECLIPSE CROSS,2025 Mitsubishi Eclipse Cross SUV AWD,20195,0.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/52246_st0640_046.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.179,0.0,No Tip,Not Rated,,,Standard,Standard,Standard,2025,MITSUBISHI,OUTLANDER,2025 Mitsubishi Outlander SUV AWD,20197,3.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.198,0.0,No Tip,Not Rated,,,Standard,Standard,Standard,2025,MITSUBISHI,OUTLANDER,2025 Mitsubishi Outlander SUV FWD,20196,3.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,MITSUBISHI,OUTLANDER PHEV,2025 Mitsubishi Outlander PHEV SUV AWD,20198,1.0,1.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v07734P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v07734C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v08784P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v08784C001.wmv,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v08785P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v08785C001.wmv,Standard,Standard,Standard,2025,MITSUBISHI,OUTLANDER SPORT,2025 Mitsubishi Outlander Sport SUV AWD,20194,0.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/52957_st0640_046.png
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v10770P080.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10770C017.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v14060P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14060C013.wmv,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14061P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14061C013.wmv,Standard,Standard,Standard,2025,NISSAN,ALTIMA,2025 Nissan Altima 4 DR AWD,20744,4.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/52562_st0640_046.png
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v10770P080.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10770C017.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v14060P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14060C013.wmv,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14061P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14061C013.wmv,Standard,Standard,Standard,2025,NISSAN,ALTIMA,2025 Nissan Altima 4 DR FWD,20743,4.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/52562_st0640_046.png
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14495P002.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14384P143.jpg,,5,5,5,5,Not Rated,0.099,0.0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2025/v14380P108.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14380C013.wmv,Standard,Standard & Optional,Standard & Optional,2025,NISSAN,ARIYA,2025 Nissan ARIYA SUV AWD,20765,4.0,0.0,0.0,
